,barcode,letters,gene_name,global_X_pos,global_Y_pos
579,479148,CCMCT,mitotic figure,78954,39344
580,479149,CCMCT,mitotic figure,77592,37959
581,479150,CCMCT,mitotic figure,76623,37385
582,479151,CCMCT,mitotic figure,76916,37547
583,479152,CCMCT,mitotic figure,79845,36671
584,479153,CCMCT,mitotic figure,79802,36682
585,479154,CCMCT,mitotic figure,78996,36787
586,479155,CCMCT,mitotic figure,80677,37632
587,479156,CCMCT,mitotic figure,80290,38372
588,479157,CCMCT,mitotic figure,81242,38037
589,479158,CCMCT,mitotic figure,82927,38869
590,479159,CCMCT,mitotic figure,82709,37133
591,479160,CCMCT,mitotic figure,82329,37999
592,479161,CCMCT,mitotic figure,81686,38005
593,479162,CCMCT,tumor cell,81724,37720
594,479163,CCMCT,mitotic figure,83398,38640
595,479164,CCMCT,mitotic figure,83852,38260
596,479165,CCMCT,mitotic figure,84266,38460
597,479166,CCMCT,mitotic figure,85296,37939
598,479167,CCMCT,mitotic figure,85390,36918
599,479168,CCMCT,mitotic figure,86883,37629
600,479169,CCMCT,mitotic figure,86873,38296
601,479170,CCMCT,mitotic figure,88713,37233
602,479171,CCMCT,mitotic figure,90462,37317
603,479172,CCMCT,mitotic figure,89928,37448
604,479173,CCMCT,mitotic figure,88792,37051
605,479174,CCMCT,mitotic figure,90663,38628
606,479175,CCMCT,mitotic figure,90040,38508
607,479176,CCMCT,mitotic figure,91514,39211
608,479177,CCMCT,mitotic figure,90454,38958
609,479178,CCMCT,mitotic figure,89620,38888
610,479179,CCMCT,mitotic figure,88883,38500
611,479180,CCMCT,mitotic figure,87355,38789
612,479181,CCMCT,mitotic figure,88712,39244
613,479182,CCMCT,mitotic figure,88681,40009
614,479183,CCMCT,mitotic figure,84582,39192
615,479184,CCMCT,mitotic figure,86138,40152
616,479185,CCMCT,mitotic figure,86475,40163
617,479186,CCMCT,mitotic figure,84546,39565
618,479187,CCMCT,mitotic figure,83988,39593
619,479188,CCMCT,mitotic figure,83454,39587
620,479189,CCMCT,mitotic figure,83378,39574
621,479190,CCMCT,mitotic figure,83223,39343
622,479191,CCMCT,mitotic figure,79643,40289
623,479192,CCMCT,mitotic figure,81174,39943
624,479193,CCMCT,mitotic figure,79613,41015
625,479194,CCMCT,mitotic figure,81662,40773
626,479195,CCMCT,mitotic figure,79960,41476
627,479196,CCMCT,mitotic figure,83126,40949
628,479197,CCMCT,mitotic figure,83087,41946
629,479198,CCMCT,mitotic figure,84356,41182
630,479199,CCMCT,mitotic figure,84386,41279
631,479200,CCMCT,mitotic figure,85011,41250
632,479201,CCMCT,mitotic figure,86023,41276
633,479202,CCMCT,mitotic figure,84849,41789
634,479203,CCMCT,mitotic figure,83894,42088
635,479204,CCMCT,mitotic figure,84013,42363
636,479205,CCMCT,mitotic figure,84169,42487
637,479206,CCMCT,mitotic figure,84002,42523
638,479207,CCMCT,mitotic figure,86842,42557
639,479208,CCMCT,mitotic figure,86870,42616
640,479209,CCMCT,mitotic figure,86378,42546
641,479210,CCMCT,mitotic figure,88902,42092
642,479211,CCMCT,mitotic figure,91362,42735
643,479212,CCMCT,mitotic figure,92355,42197
644,479213,CCMCT,mitotic figure,92224,42628
645,479214,CCMCT,mitotic figure,93229,41770
646,479215,CCMCT,mitotic figure,92644,42188
647,479216,CCMCT,mitotic figure,75790,41335
648,479217,CCMCT,Mitotic figure lookalike,75300,42162
649,479218,CCMCT,mitotic figure,72744,40697
650,479219,CCMCT,mitotic figure,72875,40860
651,479220,CCMCT,mitotic figure,73088,40611
652,479221,CCMCT,mitotic figure,73098,40986
653,479222,CCMCT,mitotic figure,73168,41461
654,479223,CCMCT,mitotic figure,74050,42133
655,479224,CCMCT,mitotic figure,75896,40903
656,479225,CCMCT,mitotic figure,75608,39803
657,479226,CCMCT,mitotic figure,75794,39917
658,479227,CCMCT,mitotic figure,76319,40646
659,479228,CCMCT,mitotic figure,71078,40325
660,479229,CCMCT,mitotic figure,71227,40473
661,479230,CCMCT,mitotic figure,66327,40456
662,479231,CCMCT,mitotic figure,66126,41201
663,479232,CCMCT,mitotic figure,67855,40867
664,479233,CCMCT,mitotic figure,64885,40762
665,479234,CCMCT,mitotic figure,64319,40960
666,479235,CCMCT,mitotic figure,58765,40711
667,479236,CCMCT,mitotic figure,57846,41411
668,479237,CCMCT,mitotic figure,55827,41490
669,479238,CCMCT,mitotic figure,53911,41812
670,479239,CCMCT,mitotic figure,49458,40114
671,479240,CCMCT,mitotic figure,36671,39044
672,479241,CCMCT,mitotic figure,35916,39642
673,479242,CCMCT,mitotic figure,32966,39455
674,479243,CCMCT,mitotic figure,32909,39488
675,479244,CCMCT,mitotic figure,31316,39073
676,479245,CCMCT,mitotic figure,31155,38997
677,479246,CCMCT,mitotic figure,28060,40073
678,479247,CCMCT,mitotic figure,22797,40028
679,479248,CCMCT,mitotic figure,21531,40842
680,479249,CCMCT,mitotic figure,22377,40610
681,479250,CCMCT,mitotic figure,24079,41731
682,479251,CCMCT,mitotic figure,26384,41317
683,479252,CCMCT,mitotic figure,25599,41668
684,479253,CCMCT,mitotic figure,25791,41860
685,479254,CCMCT,mitotic figure,27619,40904
686,479255,CCMCT,mitotic figure,27777,41438
687,479256,CCMCT,mitotic figure,29434,41513
688,479257,CCMCT,mitotic figure,30186,40580
689,479258,CCMCT,mitotic figure,32232,41019
690,479259,CCMCT,mitotic figure,35171,41457
691,479260,CCMCT,mitotic figure,34387,41799
692,479261,CCMCT,mitotic figure,34617,41827
693,479262,CCMCT,mitotic figure,42676,41586
694,479263,CCMCT,mitotic figure,43561,40763
695,479264,CCMCT,mitotic figure,47966,42327
696,479265,CCMCT,mitotic figure,50863,42800
697,479266,CCMCT,mitotic figure,50538,42652
698,479267,CCMCT,mitotic figure,51869,42996
699,479268,CCMCT,mitotic figure,52784,42671
700,479269,CCMCT,mitotic figure,54764,42436
701,479270,CCMCT,mitotic figure,61566,42219
702,479271,CCMCT,mitotic figure,81947,44073
703,479272,CCMCT,mitotic figure,82536,43860
704,479273,CCMCT,mitotic figure,82515,44485
705,479274,CCMCT,mitotic figure,84496,43917
706,479275,CCMCT,mitotic figure,85799,43113
707,479276,CCMCT,mitotic figure,86901,43445
708,479277,CCMCT,mitotic figure,86514,44317
709,479278,CCMCT,mitotic figure,85317,44424
710,479279,CCMCT,mitotic figure,85216,44621
711,479280,CCMCT,mitotic figure,85537,43760
712,479281,CCMCT,mitotic figure,86869,44023
713,479282,CCMCT,mitotic figure,87530,44205
714,479283,CCMCT,mitotic figure,87302,44270
715,479284,CCMCT,mitotic figure,87477,43366
716,479285,CCMCT,mitotic figure,92054,43896
717,479286,CCMCT,mitotic figure,90616,44618
718,479287,CCMCT,mitotic figure,90631,44183
719,479288,CCMCT,mitotic figure,93216,44005
720,479289,CCMCT,mitotic figure,92323,45261
721,479290,CCMCT,mitotic figure,95994,45247
722,479291,CCMCT,mitotic figure,92984,46592
723,479292,CCMCT,mitotic figure,91070,45956
724,479293,CCMCT,mitotic figure,92374,46522
725,479294,CCMCT,mitotic figure,90098,45062
726,479295,CCMCT,mitotic figure,87216,44826
727,479296,CCMCT,mitotic figure,85820,45484
728,479297,CCMCT,mitotic figure,86124,45474
729,479298,CCMCT,Mitotic figure lookalike,85427,45214
730,479299,CCMCT,mitotic figure,85015,44866
731,479300,CCMCT,mitotic figure,85146,45372
732,479301,CCMCT,mitotic figure,83812,44888
733,479302,CCMCT,mitotic figure,83738,44907
734,479303,CCMCT,Mitotic figure lookalike,82649,45920
735,479304,CCMCT,mitotic figure,81804,45270
736,479305,CCMCT,mitotic figure,80767,45407
737,479306,CCMCT,mitotic figure,81205,46125
738,479307,CCMCT,mitotic figure,81375,46106
739,479308,CCMCT,mitotic figure,81736,45633
740,479309,CCMCT,mitotic figure,79874,45745
741,479310,CCMCT,mitotic figure,80883,45854
742,479311,CCMCT,mitotic figure,78863,45259
743,479312,CCMCT,mitotic figure,78743,45327
744,479313,CCMCT,mitotic figure,73969,45681
745,479314,CCMCT,mitotic figure,52731,45112
746,479315,CCMCT,mitotic figure,51580,44583
747,479316,CCMCT,mitotic figure,46160,44927
748,479317,CCMCT,mitotic figure,39893,43516
749,479318,CCMCT,mitotic figure,32391,44230
750,479319,CCMCT,mitotic figure,30563,43134
751,479320,CCMCT,mitotic figure,28525,42749
752,479321,CCMCT,mitotic figure,27093,43924
753,479322,CCMCT,mitotic figure,27730,42847
754,479323,CCMCT,mitotic figure,25167,42784
755,479324,CCMCT,mitotic figure,20675,42584
756,479325,CCMCT,mitotic figure,19694,43473
757,479326,CCMCT,mitotic figure,19371,43370
758,479327,CCMCT,mitotic figure,18289,43846
759,479328,CCMCT,mitotic figure,20588,44167
760,479329,CCMCT,mitotic figure,23555,44881
761,479330,CCMCT,mitotic figure,24176,44859
762,479331,CCMCT,mitotic figure,29182,44164
763,479332,CCMCT,mitotic figure,33353,45072
764,479333,CCMCT,mitotic figure,33889,45094
765,479334,CCMCT,mitotic figure,33604,45296
766,479335,CCMCT,mitotic figure,34265,44982
767,479336,CCMCT,mitotic figure,38281,45176
768,479337,CCMCT,tumor cell,42520,45448
769,479338,CCMCT,other/ambiguous cells,43025,45480
770,479339,CCMCT,tumor cell,43898,45281
771,479340,CCMCT,mitotic figure,48443,45460
772,479341,CCMCT,mitotic figure,50535,47158
773,479342,CCMCT,Mitotic figure lookalike,54444,46857
774,479343,CCMCT,mitotic figure,62742,48251
775,479344,CCMCT,mitotic figure,64748,47986
776,479345,CCMCT,mitotic figure,64346,47090
777,479346,CCMCT,other/ambiguous cells,67431,47820
778,479347,CCMCT,mitotic figure,68660,48048
779,479348,CCMCT,mitotic figure,71919,48374
780,479349,CCMCT,mitotic figure,70877,48365
781,479350,CCMCT,mitotic figure,71647,48329
782,479351,CCMCT,mitotic figure,71759,48393
783,479352,CCMCT,mitotic figure,71472,48426
784,479353,CCMCT,mitotic figure,71385,48412
785,479354,CCMCT,mitotic figure,71248,48591
786,479355,CCMCT,mitotic figure,76031,47648
787,479356,CCMCT,mitotic figure,76335,47534
788,479357,CCMCT,mitotic figure,76988,47696
789,479358,CCMCT,mitotic figure,76975,47249
790,479359,CCMCT,mitotic figure,77197,47219
791,479360,CCMCT,mitotic figure,77991,47808
792,479361,CCMCT,mitotic figure,79342,47536
793,479362,CCMCT,mitotic figure,79150,48212
794,479363,CCMCT,Mitotic figure lookalike,78379,48216
795,479364,CCMCT,mitotic figure,76741,47918
796,479365,CCMCT,mitotic figure,78896,48480
797,479366,CCMCT,mitotic figure,79700,47616
798,479367,CCMCT,mitotic figure,81507,47610
799,479368,CCMCT,mitotic figure,81042,48065
800,479369,CCMCT,mitotic figure,81048,48215
801,479370,CCMCT,mitotic figure,82642,47922
802,479371,CCMCT,mitotic figure,82659,46999
803,479372,CCMCT,mitotic figure,84378,47780
804,479373,CCMCT,mitotic figure,82776,46140
805,479374,CCMCT,mitotic figure,85162,46777
806,479375,CCMCT,mitotic figure,87461,47369
807,479376,CCMCT,mitotic figure,88586,46906
808,479377,CCMCT,mitotic figure,89712,47630
809,479378,CCMCT,mitotic figure,92476,47228
810,479379,CCMCT,mitotic figure,90787,47378
811,479380,CCMCT,mitotic figure,90931,47705
812,479381,CCMCT,mitotic figure,90945,47789
813,479382,CCMCT,mitotic figure,92814,47437
814,479383,CCMCT,mitotic figure,93126,47201
815,479384,CCMCT,mitotic figure,93363,47327
816,479385,CCMCT,mitotic figure,95544,47658
817,479386,CCMCT,mitotic figure,96617,48118
818,479387,CCMCT,mitotic figure,95917,48484
819,479388,CCMCT,mitotic figure,97093,48627
820,479389,CCMCT,mitotic figure,96972,48791
821,479390,CCMCT,mitotic figure,94583,49243
822,479391,CCMCT,mitotic figure,93918,48975
823,479392,CCMCT,mitotic figure,93865,49056
824,479393,CCMCT,mitotic figure,94133,49919
825,479394,CCMCT,mitotic figure,93513,49257
826,479395,CCMCT,mitotic figure,92749,49756
827,479396,CCMCT,mitotic figure,93103,50007
828,479397,CCMCT,mitotic figure,91936,49486
829,479398,CCMCT,mitotic figure,91176,49344
830,479399,CCMCT,mitotic figure,90950,48465
831,479400,CCMCT,Mitotic figure lookalike,88765,48203
832,479401,CCMCT,mitotic figure,88402,47473
833,479402,CCMCT,other/ambiguous cells,88900,48638
834,479403,CCMCT,mitotic figure,88826,49932
835,479404,CCMCT,mitotic figure,88324,49842
836,479405,CCMCT,mitotic figure,88434,49556
837,479406,CCMCT,mitotic figure,87174,48492
838,479407,CCMCT,mitotic figure,86694,48654
839,479408,CCMCT,mitotic figure,87068,49323
840,479409,CCMCT,mitotic figure,86165,48734
841,479410,CCMCT,mitotic figure,85879,48918
842,479411,CCMCT,mitotic figure,85641,48711
843,479412,CCMCT,mitotic figure,85254,49372
844,479413,CCMCT,mitotic figure,84982,49631
845,479414,CCMCT,mitotic figure,85348,48704
846,479415,CCMCT,mitotic figure,85282,50214
847,479416,CCMCT,mitotic figure,85060,50191
848,479417,CCMCT,mitotic figure,81586,49861
849,479418,CCMCT,mitotic figure,80849,49794
850,479419,CCMCT,mitotic figure,80225,50360
851,479420,CCMCT,mitotic figure,81291,50319
852,479421,CCMCT,mitotic figure,81242,50328
853,479422,CCMCT,mitotic figure,76486,49554
854,479423,CCMCT,mitotic figure,76459,49746
855,479424,CCMCT,mitotic figure,76910,48641
856,479425,CCMCT,mitotic figure,75917,49703
857,479426,CCMCT,mitotic figure,76368,49298
858,479427,CCMCT,tumor cell,73089,49126
859,479428,CCMCT,mitotic figure,73771,49899
860,479429,CCMCT,mitotic figure,72581,48845
861,479430,CCMCT,mitotic figure,72375,48696
862,479431,CCMCT,mitotic figure,72884,50007
863,479432,CCMCT,mitotic figure,70133,49952
864,479433,CCMCT,mitotic figure,68712,50219
865,479434,CCMCT,mitotic figure,67485,49240
866,479435,CCMCT,mitotic figure,66975,50164
867,479436,CCMCT,tumor cell,65794,49528
868,479437,CCMCT,mitotic figure,64308,49784
869,479438,CCMCT,mitotic figure,62039,49396
870,479439,CCMCT,mitotic figure,61976,49700
871,479440,CCMCT,mitotic figure,60829,48732
872,479441,CCMCT,mitotic figure,59192,50045
873,479442,CCMCT,mitotic figure,58111,49285
874,479443,CCMCT,mitotic figure,54725,49634
875,479444,CCMCT,mitotic figure,53679,49240
876,479445,CCMCT,mitotic figure,55604,49124
877,479446,CCMCT,mitotic figure,53225,50165
878,479447,CCMCT,mitotic figure,54378,50081
879,479448,CCMCT,mitotic figure,52514,49749
880,479449,CCMCT,mitotic figure,51158,49044
881,479450,CCMCT,mitotic figure,51776,48930
882,479451,CCMCT,mitotic figure,50153,49044
883,479452,CCMCT,mitotic figure,45048,49473
884,479453,CCMCT,other/ambiguous cells,40770,49016
885,479454,CCMCT,mitotic figure,33782,48772
886,479455,CCMCT,mitotic figure,36119,48268
887,479456,CCMCT,mitotic figure,33883,47146
888,479457,CCMCT,mitotic figure,24328,45967
889,479458,CCMCT,mitotic figure,24442,46123
890,479459,CCMCT,mitotic figure,26297,45668
891,479460,CCMCT,mitotic figure,22363,46434
892,479461,CCMCT,mitotic figure,20516,46427
893,479462,CCMCT,mitotic figure,18764,47251
894,479463,CCMCT,mitotic figure,17182,46631
895,479464,CCMCT,mitotic figure,17140,46718
896,479465,CCMCT,mitotic figure,17053,47444
897,479466,CCMCT,mitotic figure,15921,46433
898,479467,CCMCT,mitotic figure,16080,46544
899,479468,CCMCT,mitotic figure,15440,45894
900,479469,CCMCT,mitotic figure,15514,45772
901,479470,CCMCT,mitotic figure,15336,46920
902,479471,CCMCT,mitotic figure,15038,47049
903,479472,CCMCT,other/ambiguous cells,14188,46407
904,479473,CCMCT,mitotic figure,15306,47375
905,479474,CCMCT,mitotic figure,15090,48518
906,479475,CCMCT,mitotic figure,16169,48050
907,479476,CCMCT,mitotic figure,16313,48848
908,479477,CCMCT,mitotic figure,18027,49022
909,479478,CCMCT,mitotic figure,18017,48961
910,479479,CCMCT,mitotic figure,19223,49674
911,479480,CCMCT,mitotic figure,19187,49581
912,479481,CCMCT,mitotic figure,20213,39750
913,479482,CCMCT,mitotic figure,19602,40092
914,479483,CCMCT,mitotic figure,21408,40407
915,479484,CCMCT,mitotic figure,19991,39299
916,479485,CCMCT,mitotic figure,21496,39195
917,479486,CCMCT,other/ambiguous cells,17706,40417
918,479487,CCMCT,mitotic figure,17615,40438
919,479488,CCMCT,mitotic figure,16573,40193
920,479489,CCMCT,Mitotic figure lookalike,18826,41744
921,479490,CCMCT,mitotic figure,20505,40676
922,479491,CCMCT,mitotic figure,20566,41895
923,479492,CCMCT,mitotic figure,24742,42240
924,479493,CCMCT,mitotic figure,22730,42315
925,479494,CCMCT,mitotic figure,23353,43833
926,479495,CCMCT,mitotic figure,13752,51247
927,479496,CCMCT,mitotic figure,14552,51338
928,479497,CCMCT,mitotic figure,15221,51317
929,479498,CCMCT,mitotic figure,14383,51705
930,479499,CCMCT,mitotic figure,15744,51676
931,479500,CCMCT,mitotic figure,16810,51139
932,479501,CCMCT,mitotic figure,16058,50960
933,479502,CCMCT,mitotic figure,19148,51356
934,479503,CCMCT,mitotic figure,18294,51511
935,479504,CCMCT,other/ambiguous cells,20035,50914
936,479505,CCMCT,mitotic figure,22432,51906
937,479506,CCMCT,mitotic figure,27044,52024
938,479507,CCMCT,mitotic figure,26326,51963
939,479508,CCMCT,mitotic figure,29576,51388
940,479509,CCMCT,mitotic figure,38444,51069
941,479510,CCMCT,mitotic figure,44863,50752
942,479511,CCMCT,mitotic figure,46093,50313
943,479512,CCMCT,mitotic figure,53527,50959
944,479513,CCMCT,mitotic figure,56584,51305
945,479514,CCMCT,mitotic figure,57451,51075
946,479515,CCMCT,mitotic figure,57944,51968
947,479516,CCMCT,mitotic figure,58047,52409
948,479517,CCMCT,mitotic figure,58869,51921
949,479518,CCMCT,mitotic figure,60602,51491
950,479519,CCMCT,mitotic figure,59430,51516
951,479520,CCMCT,mitotic figure,60990,51276
952,479521,CCMCT,mitotic figure,61830,51441
953,479522,CCMCT,mitotic figure,62436,51625
954,479523,CCMCT,mitotic figure,69452,51729
955,479524,CCMCT,tumor cell,71236,51501
956,479525,CCMCT,mitotic figure,71205,50988
957,479526,CCMCT,mitotic figure,69879,51690
958,479527,CCMCT,mitotic figure,72737,52362
959,479528,CCMCT,mitotic figure,72317,51614
960,479529,CCMCT,mitotic figure,71832,52117
961,479530,CCMCT,mitotic figure,73534,51100
962,479531,CCMCT,mitotic figure,75821,51641
963,479532,CCMCT,Mitotic figure lookalike,75743,51314
964,479533,CCMCT,mitotic figure,75627,51466
965,479534,CCMCT,mitotic figure,75122,51568
966,479535,CCMCT,mitotic figure,76495,51461
967,479536,CCMCT,mitotic figure,78608,51237
968,479537,CCMCT,mitotic figure,78701,50943
969,479538,CCMCT,mitotic figure,78633,51036
970,479539,CCMCT,mitotic figure,78289,51129
971,479540,CCMCT,other/ambiguous cells,80181,50758
972,479541,CCMCT,mitotic figure,80776,50902
973,479542,CCMCT,mitotic figure,80879,50894
974,479543,CCMCT,mitotic figure,81102,52160
975,479544,CCMCT,Mitotic figure lookalike,81509,51733
976,479545,CCMCT,mitotic figure,79981,51480
977,479546,CCMCT,mitotic figure,80168,51670
978,479547,CCMCT,mitotic figure,82438,51378
979,479548,CCMCT,Mitotic figure lookalike,83324,51689
980,479549,CCMCT,mitotic figure,83141,52274
981,479550,CCMCT,mitotic figure,84070,51415
982,479551,CCMCT,mitotic figure,82275,52228
983,479552,CCMCT,mitotic figure,84935,51380
984,479553,CCMCT,mitotic figure,84987,51606
985,479554,CCMCT,mitotic figure,86740,51194
986,479555,CCMCT,mitotic figure,87511,51043
987,479556,CCMCT,mitotic figure,89558,51138
988,479557,CCMCT,mitotic figure,87986,51112
989,479558,CCMCT,mitotic figure,89482,51581
990,479559,CCMCT,mitotic figure,90360,52594
991,479560,CCMCT,mitotic figure,89993,52041
992,479561,CCMCT,mitotic figure,92690,51658
993,479562,CCMCT,mitotic figure,93020,51646
994,479563,CCMCT,mitotic figure,93345,52121
995,479564,CCMCT,mitotic figure,92803,52414
996,479565,CCMCT,mitotic figure,91561,52877
997,479566,CCMCT,mitotic figure,94456,52344
998,479567,CCMCT,mitotic figure,97798,51218
999,479568,CCMCT,mitotic figure,98529,52359
1000,479569,CCMCT,mitotic figure,99257,52418
1001,479570,CCMCT,mitotic figure,99547,52109
1002,479571,CCMCT,mitotic figure,98939,52736
1003,479572,CCMCT,mitotic figure,100054,53084
1004,479573,CCMCT,mitotic figure,99792,53958
1005,479574,CCMCT,mitotic figure,98272,54152
1006,479575,CCMCT,mitotic figure,95016,52929
1007,479576,CCMCT,mitotic figure,95240,52946
1008,479577,CCMCT,mitotic figure,96021,54210
1009,479578,CCMCT,mitotic figure,93224,53530
1010,479579,CCMCT,mitotic figure,93949,54105
1011,479580,CCMCT,mitotic figure,93501,54419
1012,479581,CCMCT,mitotic figure,94776,54423
1013,479582,CCMCT,mitotic figure,93022,53245
1014,479583,CCMCT,mitotic figure,91789,53741
1015,479584,CCMCT,mitotic figure,91624,54088
1016,479585,CCMCT,mitotic figure,91559,53081
1017,479586,CCMCT,mitotic figure,91456,52911
1018,479587,CCMCT,mitotic figure,89613,53183
1019,479588,CCMCT,mitotic figure,89357,53266
